qid	text	label
126775	刚才差点就被抢龙了。	0
126776	对面蓝也要和我抢。这点也不给	0
126777	亚瑟好样的，知道扂灯	0
126778	你稳重点好嘛	0
126779	投吧我一个肉经济竟然最高	0
126780	这打野的有点意识。	0
126781	那快点推啊	0
126782	打我的野我都不能刷大一点用都没有。	0
126783	我似乎有点尴尬	0
126784	那也不至于一点意识都没有吧。	0
126785	我屏幕坏了设置那里点不开。	0
126786	猴子玩点鱌嗝s	0
126787	恺肉一点	0
126788	同他是不是有点坑啊。	0
126789	这首有点小费啊。	0
126790	猥琐点打不要出去了。	0
126791	对快点推快点推我清兵线。	0
126792	手滑，技螚有点不准	0
126793	那是谁开的团呢。��看一下点。	0
126794	还不把中路塔给点了。	0
126795	对面那个露娜有点骚啊。	0
126796	黄忠死了我们都团不赢有点难	0
126797	都干嘛呢？不打就投	0
126798	我不会玩这个英雄刚刚自己点。	0
126799	那么喜欢单就投吧	0
126800	你这把我卖的有点突然啊	0
126801	东皇恶心到几点	0
126802	投降啊，坑比们。	0
126803	鲁班还能再菜一点吗。	0
126804	能给队友回点血试点。	0
126805	不点东西哦。	0
126806	多送点我就抓的到了	0
126807	没办法，刚好就点了	0
126808	韩信不会真点有点伤	0
126809	对面全来中路，我们投降	0
126810	你这荪尚香点塔呀。	0
126811	加油。还差一点点了	0
126812	六分钟了，你们赶紧点了吧。	0
126813	点啥比打野不来针对	0
126814	我出去买点早餐	0
126815	他们没射手了，快点打。	0
126816	领导坫慢了	0
126817	这中路一点伤害都没有。	0
126818	其实凯带闪现要好一点	0
126819	投了，前期不行	0
126820	你们不是六纷投吗	0
126821	一点了上班了中路对一波晚上吧	0
126822	那也比你好一点	0
126823	让你早点上补上	0
126824	你早点定会干嘛	0
126825	我先帮刺客打野，射手你先自己发育猥琐一点	0
126826	输出位就知道跑，投了吧	0
126827	我刚刚就三分之一都不快，差点打死了。	0
126828	这样玩要不就一波投吧。	0
126829	还是投吧，都不知道团，还要浪	0
126830	到点我就投没意思	0
126831	张宇的有点快，我追不到。	0
126832	后期更打不过投了	0
126833	我玩了一把有点绝望，所以。	0
126834	有点拉稀了	0
126835	投不投也是输	0
126836	后羿你差不多点	0
126837	怂了？不透诉不送了？	0
126838	有点狗啊兄弟。	0
126839	我刚才点到商店了。	0
126840	不想打直说，6分投	0
126841	感觉有点喝醉了。	0
126842	李白人头费磹漌	0
126843	我地妈呀，你们快点推塔，吥想玩累。	0
126844	早点来打龙就好了嘛	0
126845	兰陵王不出破军出宗师确实牛皮点	0
126846	鲁班你就投奔咱这边。	0
126847	这群主狄仁杰你勇敢一点。	0
126848	你们连补点伤害都没。	0
126849	有点夸张…	0
126850	我去第一次大招没点到	0
126851	玩儿蛋吧，投，不打了	0
126852	举报打野点了吧	0
126853	卤蛋多年不玩，有点生锈啊	0
126854	点你工作金额	0
126855	不行啊，长这么大不知道投降	0
126856	你别透偷了，tuanba	0
126857	早巅节奏	0
126858	我要留点电在车上玩	0
126859	现在才开始玩貂蝉，所以有点不会玩，不会玩	0
126860	三个打五杚有点棘手。	0
126861	你们投降吧，你们打野我么会举报的	0
126862	旷过投了啊	0
126863	你自己不猥琐点。？。？。	0
126864	给点意识啊	0
126865	投，没点游戏体	0
126866	来这里我们这边的配合玩撒想输投降	0
126867	典韦你可以再阴一点	0
126868	轻点送吧，如果不想打就投了打下一把，别浪	0
126869	浪啊，你们一波都可以了，打好一点啊，不要	0
126870	坑货，一群赶紧投。	0
126871	点早了。	0
126872	对面投了是吧。	0
126873	这句还能赢吗，六分钟投降吧。	0
126874	曹操做肉点吧	0
126875	打野下次要死就死远点	0
126876	射手给点力啊，让张飞看看。	0
126877	经济都这样了，就猥琐嵮，	0
126878	谁在点投降gua机去	0
126879	自己心里没点数妈	0
126880	韩信再跑哙一点。	0
126881	不守塔直接投好吗别浪费表情	0
126882	。。的8点塔不行么？	0
126883	该上不上，该投不投	0
126884	点塔就行一波	0
126885	大哥们，求求你们了，，给点力哦	0
126886	这把我的我这里有橂琐碎事	0
126887	网有点卡稳住	0
126888	这个底薪会踠小心点。	0
126889	有一点牛。	0
126890	快点把蓝给拿了么。	0
126891	夏总是有点猛	0
126892	烧开你投降不。	0
126893	刚刚单杀了他有点激动。	0
126894	一点肉装不出	0
126895	差点把我也搞死	0
126896	出去清理兵线推的有点软。	0
126897	安琪拉你有点迷茫啊	0
126898	你们早点来嘛	0
126899	苏烈稳着点。	0
126900	牛稳点后面输出跟不上	0
126901	兰陵王多抓点人可不可以啊。	0
126902	我只想投	0
126903	给你玷面子啦	0
126904	你捺么点经济要蓝有用？	0
126905	差点把程咬金杀了吗。	0
126906	射手不点塔只顾着抢人头这句活该输。	0
126907	你猥琐坫，别浪	0
126908	弟弟我有点卡	0
126909	点背里很	0
126910	嬴政有点坑啊。	0
126911	不好意思，我出去有点事情。	0
126912	上班去你俩虞姬你们俩还能不能再猥琐点	0
126913	你们要不想打就投了。	0
126914	多出点肉不然会被秒的	0
126915	你帮阿珂投了投了投了。	0
126916	这手有点油	0
126917	射手要是我就出点肉。	0
126918	有办法把甄姬的普功调快一点吗？	0
126919	那你寄上路远点	0
126920	似乎有点送过头了。	0
126921	怕对方投诉你	0
126922	我不在的时候小心点	0
126923	这首你不知道站远一点麻。	0
126924	要不四点不了技能。	0
126925	快点坑碰见好几次这样的	0
126926	你们要早点打我就不会死。	0
126927	辅助少抢点经济可以吗	0
126928	投了吧，行吧。	0
126929	鲁班能回家加点血。	0
126930	两个控都输啊，，没打投了	0
126931	不投降的话，你们打萆。	0
126932	头了投了我去学校了	0
126933	有点浪，不哈意思	0
126934	这苏烈酉点不了他。	0
126935	你选个再脆点的就行了	0
126936	李白不知道去把中塔点了？	0
126937	你说一点行吧，清兵就好了，太菜发育。	0
126938	6分是如此的漫长	0
126939	我护着点安琪拉。	0
126940	我帮你们带走了两个你们，你们能不能给力点	0
126941	你晚点打	0
126942	这个是不有点欺负人	0
126943	赶紧投吧这射手太坑	0
126944	差一点点我二技能直接反	0
126945	我想推塔，我早推了，给点时间。	0
126946	话多不打就点	0
126947	别送稳点打就能赢。	0
126948	到时间就投，别磨磨唧唧，一群坑比	0
126949	希望这把会正常点。	0
126950	会不会呀不知道点塔吗	0
126951	投吧，这把没选好英雄。	0
126952	一点都不配合，怎么玩	0
126953	蹭点经济买舸宝石就走。	0
126954	这手机有点小。	0
126955	快点去打你蓝蓝要会被背了	0
126956	不投要投了。	0
126957	什么鬼没点到大点的大闪乷了。	0
126958	你应该早点明白	0
126959	他那个无敌免疫有点恶心。	0
126960	韩信kanqil有点	0
126961	多唸支援我这边	0
126962	你小心一点呀。	0
126963	你爸没有半点用	0
126964	有点卡都会赢的放心吧	0
126965	没点屁用的队友	0
126966	有点开凿了。	0
126967	我点烟去了，	0
126968	早点上啊，扛不住了	0
126969	早点睡，嗨嗨，哈喽Everybody。	0
126970	你能不能有点意识，没看见达摩中路上去了吗	0
126971	使劲送再送就投啊。	0
126972	少送点射手兄弟	0
126973	还舍不得点。	0
126974	你这个皮肤有点骚啊	0
126975	多练习一下我看你都不敢点。	0
126976	你钔怎么一点意思没有都开团了，还在那打野	0
126977	凌晨一点抠pyan	0
126978	出点坦克装啊。	0
126979	一个劲儿的跑，那就投了算了。	0
126980	谁没事老是投降。你狠菜嘛	0
126981	牛秒掉有点儿烦。	0
126982	对哥哥温柔一点。	0
126983	快蹎推我想打人	0
126984	投啊，脆皮一堆，还都不会	0
126985	达摩有点服你	0
126986	要是出点肉装啊。	0
126987	投比较快点	0
126988	有一点点哈哈哈	0
126989	噗婉儿早痶出来	0
126990	小乔你给点力行不行？	0
126991	看撯圈点	0
126992	当我有大的时候就老实点	0
126993	这有什么打的投。	0
126994	你后羿有点飘懂不	0
126995	因为你好几次让我差点死了。	0
126996	就你场次玩儿比我多一点，你就是个猪。	0
126997	刚放学回家有点迷恋。	0
126998	大家配合快点。	0
126999	过来追我快点小吕布等你过来单挑。	0
127000	快点推塔跪求。	0
127001	我练英雄，给点面子啦。	0
127002	大哥下手轻一点我练英雄的	0
127003	有点钟馗等	0
127004	艹，点中闪现	0
127005	投降啥，这么多射手稳赢	0
127006	打野不会六分钟投吧。	0
127007	差点跟错了。	0
127008	这个辅助会玩一点早赢了	0
127009	快点我好去上学。	0
127010	你们投了吧打的太累了	0
127011	真的，我一点不会	0
127012	五六分钟投了吧。	0
127013	就你们这样还不想投啊。	0
127014	没抢到差一点。	0
127015	扣分多点，举报花木兰	0
127016	你走投无路的样子真好看。	0
127017	五个人都需要怕别玩了投了吧	0
127018	只要兵线离我远点他们就不会管我	0
127019	你几点贵。	0
127020	这样我灏勾一点	0
127021	投了算了，。。。	0
127022	耗好玩吧，猥琐点。	0
127023	快点，要不然就死了。	0
127024	司马有点会玩	0
127025	比你厉害那么一点点了	0
127026	不投降，你们还等什么。	0
127027	稳一点，我是有cd的	0
127028	韩信快点打野发育经济。	0
127029	别投没事往后期拖一下。	0
127030	点了，速度，别恶心我，	0
127031	sunzi没点	0
127032	投，还有个送的娩骼屁	0
127033	一下你不肯点射手	0
127034	兄弟们还有点希望。	0
127035	羆撑到6分钟吗	0
127036	来送我吧，我给你点赞。	0
127037	你站选点丢技能	0
127038	兄弟有点志气好吗	0
127039	哥，你要是想暎待会儿我可以投降。	0
127040	不投浪费什么时间。	0
127041	一点蓝都没有了，没办法。	0
127042	如果我没猜错你俩个脑壳有点问题	0
127043	我嗨要点赞	0
127044	你看看自己坑的要死，还说别人要点脸好吗。	0
127045	你快点六神打我家野打暴君去。	0
127046	点了吧匹配这群莎比老子认了	0
127047	凯你走慢点	0
127048	你们经济看看给我点好吗宝贝们	0
127049	点伟打野吗	0
127050	怕啥点塔。	0
127051	打完出去来快点	0
127052	那么点经济还跟人刚	0
127053	快点吧，打排位去了	0
127054	对面投鲙点	0
127055	我去给上路塔补点血。	0
127056	六分投，睡觉了	0
127057	这就有点不地道了啊	0
127058	幸亏对面的百里有点不会玩。	0
127059	这什么法师，一点伤害都没有	0
127060	再单走直接被人抓到了完不成了，快点。	0
127061	吕布你他吗的早点跳大会死吗	0
127062	一点输出给不上。	0
127063	不要了投了	0
127064	谁投的呀，我带你们赢。	0
127065	刚才有点事情啊，现在来了。	0
127066	傻鸟。六分投了	0
127067	墨子你有什么聨点投降？	0
127068	那猥琐一点，一起团。	0
127069	错了，刚有点事，单手打的，对不起啊	0
127070	他有点站撸的感觉	0
127071	反正我一点用没有。	0
127072	玩个毛啊，投了。	0
127073	拜托，大哥们出肉一点呀，不然没前排扛不住	0
127074	这打野一点毛用没有	0
127075	不早点一起来。	0
127076	快点玩说不定还可以来一把	0
127077	听到差一佔点，我以为。	0
127078	我靠我室友开了热点	0
127079	你们先养着我有点事儿。	0
127080	射手不点塔，看戏？	0
127081	早点勾会死啊，等我没血才勾	0
127082	点进装备里面了。	0
127083	我们家小白白有点凶，，，	0
127084	上路崩连带中路塔也点了	0
127085	快槇在	0
127086	快点来吃畨啊。	0
127087	我逌点事情去忙了	0
127088	先癜伽罗好不好。	0
127089	韩信不知道早点上。	0
127090	这个百穿铭文打人有点疼。	0
127091	我说射手去上一点事没有	0
127092	投了，MMP我不拿射手就没赢过	0
127093	不点就等着输呗	0
127094	能不能快点￣￣)σ	0
127095	你钔边路出点肉啊。	0
127096	很喜欢投就赶紧	0
127097	投吧，让我五连跪。	0
127098	大哥给点经历啊	0
127099	你拉准点钟馗	0
127100	说了打钱六分钟，结果四分钟就去中团了，没	0
127101	不集合就投降，没什么打头。	0
127102	自己什么经济自己没点数是吧。	0
127103	不好好打直接掂吗。	0
127104	去下路快点	0
127105	投了吧，有这种辅助根本打不赢。	0
127106	给他点赞，谢谢	0
127107	先别打，现在有点卡。	0
127108	看点图看点图。	0
127109	打你妹，不团结，投降吧	0
127110	不能分我点儿人头吗？	0
127111	快点去送入土	0
127112	能不能有点意识等下打不过了	0
127113	我去蹭点经验。	0
127114	你一点伤害，没有你知道吗。	0
127115	你投降吧。你打不赢我	0
127116	能再准点吗？	0
127117	黄总不点塔。。。	0
127118	不保护就点吧你们有伤害	0
127119	快点推我打野了。	0
127120	子牙咱俩配合好一点。	0
127121	我下次小心点。	0
127122	这赵云有点贱哈。	0
127123	先头先头投了再说话。	0
127124	对面直接投还是走程序？	0
127125	可以投了一群啥13	0
127126	对面进攻的有点猛了。	0
127127	你打吧，我有点卡	0
127128	你最好让我4分钟投降	0
127129	宝贝你们这反应有点慢了吖	0
127130	差一点秒了射手	0
127131	差点我心态炸了	0
127132	速度下来点塔。	0
127133	你再浪一点看看会不会输啊。	0
127134	投啊坑比	0
127135	那你别巅也打。	0
127136	伤害总是差了那么一点。	0
127137	有点感冒可羆会影响发挥	0
127138	点了点了，这把不打了。	0
127139	法师文一点行不行。	0
127140	行，你先跟着打野，我猥琐一点，我自己发育	0
127141	我去点错了，几点错了皮肤。	0
127142	要一点b	0
127143	Emmm刚刚。有点事，走神了	0
127144	鲁班猥琐点别站太前边	0
127145	小乔让你老公打好一点	0
127146	后羿你走点位啊。	0
127147	六分投凯	0
127148	对面加油搞快点	0
127149	肉装后羿有点怕	0
127150	早点干啥了？	0
127151	说话好听点小孩子	0
127152	不玩可以投降，bb**	0
127153	既然不想投，那多送几个更好举报	0
127154	来辅助我们去上路推塔快点吹完。	0
127155	一会投吧！！	0
127156	不投了吧，太耽误时间了。	0
127157	你们能要点脸。	0
127158	你这射手能注意点？？	0
127159	你灵活点啊，大哥。	0
127160	呵呵，投，不玩了，真遇到坑比了	0
127161	点了后羿你还不走	0
127162	那你一开始还点拒绝	0
127163	注意点貂蝉，被你们喂饱了	0
127164	没塔就点了	0
127165	我的铭文等级有点低，才120	0
127166	快点去上了盘古你在下路干嘛。	0
127167	争气点兄弟们	0
127168	打的峏技能都点不出来	0
127169	李白你的刷野速度能快点吗。	0
127170	不用投降我杀你很简单的	0
127171	怎么一点伤害都没有，还那么肉。	0
127172	投吧，吃饭了，吃饭了，我去吃饭。	0
127173	那点吧输就输了	0
127174	帮忙糩点丫	0
127175	希望星耀好一癜	0
127176	嬷必不投？	0
127177	算了，有点坑我偷塔吧。	0
127178	投了他们都退了。	0
127179	前期猥琐一点没关系，不用急跟我。	0
127180	我的治疗术没点出来耶	0
127181	宝贝儿对面有点难。	0
127182	还不投他吗，对面打野都起来了。	0
127183	还是进去好耍一点	0
127184	后羿你个大早一点开吗。	0
127185	帮我转告干将他马今晚媉比点炸	0
127186	每一点不行啊。	0
127187	玩六分就投。	0
127188	安琪拉，干嘛不早点上？？？？？	0
127189	快点6分结束	0
127190	你快一点呀	0
127191	投诉雅典娜，故意送人头	0
127192	这么一点血，你还要清兵，你不知道他活着的	0
127193	反正倭这关过了只不过点错了进来的	0
127194	啥子能安静点吗	0
127195	要不就投降咋样	0
127196	这种打野不投留着过年吗	0
127197	我不想说什么但是你螚离我远点吗	0
127198	俩肉都别再上路啊，保护点射手儿。	0
127199	安琪拉演员，点了	0
127200	猴子小心点嘛，我真的没技能啊。	0
127201	差点就洗白	0
127202	这个盾山有点克我。	0
127203	稳点老哥，记得梦魇制裁	0
127204	不就是队友会玩点吧	0
127205	你们早点过来就好了，我靠，这这样子。	0
127206	后排靠后一点好吗？	0
127207	一下点了牛魔了	0
127208	马克一点都不会	0
127209	张飞每次开大都不態及时一点吗	0
127210	上路一波点塔别打人	0
127211	公明一点，别开团。	0
127212	投跋lajihanxjn	0
127213	要篰然能点么	0
127214	有点怕，对面滴东皇。	0
127215	这控制有点哎。	0
127216	唐古你少送点吧啊	0
127217	兰陵王快点去偷塔啊	0
127218	哥们儿，这局真不行，我有点事儿，到时候踠	0
127219	你早点不说，。。。。	0
127220	守着点后面能打过。	0
127221	抱歉啊，差点没注意到。	0
127222	你们投了吧，举报	0
127223	我们跟紧点。	0
127224	靠直觉点技能	0
127225	被针对的有点惨，司马放的不好。	0
127226	对，快点输	0
127227	对不起，治疗没点上	0
127228	投，真没意识你们	0
127229	慢点还有五个谢谢	0
127230	不想玩杩就投了吗	0
127231	阿珂，能补羆给点游戏体验？	0
127232	每次鸟点能定我	0
127233	对面韩信差一坫。	0
127234	六分投快推	0
127235	上来快钿打不过	0
127236	投啦你们。	0
127237	投了投了投了投了没办法，这把要输了举报他	0
127238	差一点钟馗死了他	0
127239	投都不给时间	0
127240	对面滴等一下帮我们投诉猴子，谢谢。	0
127241	我队友也就李白会玩那么一点点	0
127242	都长点眼行不行啊。	0
127243	点了补刀键。	0
127244	稳点啊。��不能慢点。	0
127245	除了把这么不头也没用了。	0
127246	有点自信，好不好。	0
127247	人头都给你们了投一下呗	0
127248	宝贝，有点疼啊	0
127249	打到他们绝望投降	0
127250	六分钟投反正玩保星无所谓	0
127251	你们打稳点，等我来抓别送了。	0
127252	快点，不是不打吗	0
127253	那么一点点你就杀四个了。	0
127254	信不信就这样还有人不投的	0
127255	再浪就投了，我不在乎	0
127256	我们都打不赢搞快点。	0
127257	早点推吧不能拖	0
127258	我闪现好了对面小心点	0
127259	投降吧，圪自找厉害的队友去	0
127260	快点我一会要去接我妹妹(づ●─●)づ	0
127261	能早点开大？	0
127262	你们赶快投降叭，谢谢啦。	0
127263	点错技能了，你行不行。	0
127264	投了吧，投了吧，打不出了。	0
127265	辅助你跟猴子，我猥琐一蹎	0
127266	张飞挂机了你点吗。	0
127267	投了，，，，，	0
127268	投了吧有什么意思啊	0
127269	要点快点点	0
127270	后羿你多吃一点兵线就行啦。	0
127271	怎么样，我还是有点东西的吧。	0
127272	你这个儿子快点回去。	0
127273	你看看活得过12点踄	0
127274	一点手法都没幽装的挺牛。	0
127275	明世隐你去跟猴子吧，我有点卡。	0
127276	那个耳机差点扯断	0
127277	这个上蛋有点shab	0
127278	1v3一点都不好玩	0
127279	出去给狄仁杰点赞。	0
127280	对面好像是五排小心点。	0
127281	快点推塔我这边有事	0
127282	你们两个出肉点	0
127283	没有蓝应该早点推。	0
127284	玩不不会玩就投了本来就不好打。	0
127285	后羿往后点，有吕布	0
127286	这么秀。投吧	0
127287	没符文有点难受啊	0
127288	就没一点空吗000	0
127289	六分投吧，我不想。	0
127290	投吧没劲了	0
127291	别bb了，不能打就投	0
127292	大哥让着我点我手冷。	0
127293	凯，切不动脆皮就来惦肉哇	0
127294	谁不投降谁就是猪	0
127295	射手太不敢瘨人可	0
127296	李白你还是离我远点	0
127297	闪现居然点不了	0
127298	你家的？不玩就投	0
127299	去上路干嘛不知道在中路在中路没点	0
127300	下路你们守住兵线，斡去点塔。	0
127301	他发光的时候离他远点，不认识字吗？	0
127302	你们还不投降，你们还不投降。	0
127303	李白不会，点了	0
127304	打人机去吧，投毛线	0
127305	想让你大能多打点伤害	0
127306	已经可以投了尴觉不要再浪费时间了。	0
127307	快你那点了别人给打的王者就不要出来了	0
127308	投。有韩信没法玩	0
127309	痏点胆子别推	0
127310	我们六吩好不好，不要浪费时间。	0
127311	no，能溥熊玩，不能玩投降，坑货一个一个	0
127312	投了1不打了	0
127313	守还不跟投了	0
127314	哎呀，这个网络有点卡。	0
127315	本来点塔一波就完事了，非得跟着苗。	0
127316	你懑投降我就相信	0
127317	你们都有皮肤，我再不努力点能行。	0
127318	媉。。。还有8点血。。	0
127319	慢点笑，注意身体	0
127320	额有点郁闷了	0
127321	太熟悉，没点新鲜感	0
127322	投了重新拉，呵呵呵呵。	0
127323	快投了吧？	0
127324	他不会帮抢呢，半天拈我就可以了。	0
127325	投吧，这射手没点鸡儿用。	0
127326	哪吒一点塝忙都没有	0
127327	伽罗有点溥长眼	0
127328	你刚刚说你九点到家啊	0
127329	好像黝靛不怎么会	0
127330	玩78，投	0
127331	不能出一点错的	0
127332	希望下次支援快点	0
127333	能不能苟一点说家里面。	0
127334	我觉得可以点了，好吧。	0
127335	多打点塔	0
127336	你们不透还想干嘛？	0
127337	嗯，你们投降吧，你们输了。	0
127338	这个就有点过分了啊	0
127339	孙尚香有点数行吗	0
127340	猥琐点后期他们团不过我们	0
127341	老弟你们速度点	0
127342	注意一点我的影子。	0
127343	那我们投降吧，行吗。	0
127344	还怖点了，打不过去。	0
127345	上路两个射手拜托快点去上两个。	0
127346	有啥用，投了	0
127347	投降吧，还打个鸡啊。	0
127348	体验服，送点啊	0
127349	我不玩了，你们自己玩吧，投吧。	0
127350	鲁班不会猥琐就投了去	0
127351	点吧，不是好卡么	0
127352	快点了孙策。	0
127353	这次有点可怕的这个钟馗勾不准。	0
127354	手里有点事没好好操作，不好意思了	0
127355	嗨有六十秒速度点	0
127356	你就蹲在我点的这个点里就行了。	0
127357	一点团队精神都没有。切。	0
127358	我不是让你们6分钟吗	0
127359	会点推，对面后期整容	0
127360	我好橡会玩点了。	0
127361	让貂蝉打野，还有两分钟，反正就可以投了。	0
127362	跑快点啊，快跑。	0
127363	让射手投吧	0
127364	到你们跟前玩上官这个上官有点害羞，不敢飞	0
127365	点不到班了	0
127366	电了吧输出不会	0
127367	混个金牌投了	0
127368	对面是不是菜鸟一点挑战性都没有。	0
127369	算了算了，稳一点了	0
127370	我说那么多时候投了。	0
127371	前期后羿有点难	0
127372	捰也出点肉吧保护射手	0
127373	你的小弟弟有一点点	0
127374	上课有点放不开	0
127375	你能少找点借口。	0
127376	露，记得出点法抗啊。	0
127377	程咬金有点不会玩	0
127378	大cd差一点	0
127379	抱歉，赶紧投吧，我恶心。	0
127380	辅助跟别人吧有点不习惯	0
127381	辅助有点梦游	0
127382	开大猥琐一点。	0
127383	就我一砖石有点尴尬	0
127384	你保护点后排不追行吗。	0
127385	等下到时间直接投了吧，玩两个打野。	0
127386	点高地的时候，张飞开大朝吹。	0
127387	投吧，哈哈哈	0
127388	这老成，有点东西	0
127389	投了叭。。我要睡觉。	0
127390	刚才投降就只有三个人。	0
127391	那怎么这不能直接投降啊。	0
127392	麻烦你们投了算了哈。	0
127393	老牛看点后羿	0
127394	大写的服投了投了。	0
127395	我们一起殿	0
127396	李白你可要点脸	0
127397	程咬金打什么要回家就早点回去。	0
127398	关于有点不在状态啊。	0
127399	四大五你们能不能快点	0
127400	给点配合行不	0
127401	等着一会儿，等我发育上来电。	0
127402	快9淀啦	0
127403	你这出吸血刀有点过分了啊。	0
127404	上一个妲己直接一套，你们不会团一点吗。	0
127405	你们都打上单快点来。	0
127406	不能管着点我。	0
127407	点得太快皮肤忘记带了	0
127408	别挣扎了，早点睡觉。	0
127409	我真的服了投降吧	0
127410	你走慢点笑死我了	0
127411	快点我下单。	0
127412	对方太弱了，我们投降吧	0
127413	我次看动画片点到闪现了	0
127414	我们稳一点，对面太菜了	0
127415	稳点我没有铭文	0
127416	游戏输不起？别哔哔这么多，心态好点	0
127417	四打五赢不了的，投了下一局吧	0
127418	投了，你们还行赢	0
127419	玩又不会玩，还有点难。	0
127420	对面还是投吧，打不过了。	0
127421	有点受廍住了。	0
127422	快点投我不想玩。	0
127423	就你这技术含我们投稿。	0
127424	带点脑子打孧戏，OK?	0
127425	达摩是有点	0
127426	不投的玩吧	0
127427	轫务杀龙慢点推	0
127428	投了投了，别耽误大家开下一局	0
127429	龌带躺给点面子好不好。	0
127430	投吧这都是输出又不会玩	0
127431	这把就对鲁班起一玷作用	0
127432	投降吧，我看。	0
127433	浪着我家廉颇一点。	0
127434	应该是一点没用	0
127435	你这技术也就告别中单了投吧	0
127436	来点是什么意思。	0
127437	猥琐点，别跟他们打了。	0
127438	给他们让点兵线	0
127439	出点出点法法防。	0
127440	我打龙你们看着点啊瞎上	0
127441	黄忠猥琐点，我保护你。	0
127442	你不知道猥琐一点	0
127443	哈儿不投	0
127444	你喜欢他多一点？	0
127445	你们猥琐一点，后期我无敌。	0
127446	就此你高五点	0
127447	呃呃呃，有点累，虽然打的不好	0
127448	上荣耀有奠难搞	0
127449	守约你能射准一点。	0
127450	后羿快点发育，靠你了。	0
127451	孙悟空麻帆有点脑子	0
127452	就点了我三下	0
127453	大慢了一点牛	0
127454	快点打快点啊，有事。	0
127455	点击推塔推塔。	0
127456	你切不死人就猥琐一点。	0
127457	猴子你有点莽	0
127458	麻烦大开后面一点	0
127459	典韦确实友玷傻。	0
127460	你那技能就是按指示点的	0
127461	我们两个有点皮哟。	0
127462	投了吧，我去学校了	0
127463	今晚上咋就一点沟通都没有	0
127464	就不应该点补刀	0
127465	但没点出来。。。	0
127466	你这伤害是不是有点低啊。	0
127467	已经输了，还不投。	0
127468	芈月你稳点。	0
127469	那一会我截图给你看一下，还剩多少点券。	0
127470	你的兰陵王手速有点慢。	0
127471	大鱼跟着我点嘛	0
127472	有点迷。。。。	0
127473	我不想说快点结束重新打。	0
127474	小砖石这点意识都没有	0
127475	我在草里的时候，你能不能往后退一点让他出	0
127476	那斡上你家找你吧，有可能是三四点。	0
127477	后羿麻烦你稳一点	0
127478	踒能点你塔信不。	0
127479	就你这样玩，可以投了，真的	0
127480	后羿的经济一点不差。	0
127481	网络卡一点不好玩	0
127482	那你们投，再开一把不就是了吗	0
127483	所以投子认输了呢。	0
127484	打团不是打不过，没一点配合	0
127485	打瞌睡就投	0
127486	辅助能不能少送点	0
127487	我宁愿掉星也不和你们打投了。	0
127488	这英雄有靛小强	0
127489	说发育就不螚猥琐一点吗。	0
127490	綡个肉，你跑糊点队友瞎跑啥。	0
127491	你们这个支援有点慢了好吗。	0
127492	来兄弟焖团一波团一波快点不要。	0
127493	出点肉我行不	0
127494	王昭君瞄准点，	0
127495	前期我把刘备打的一点点血	0
127496	我们不会玩你们六分透。	0
127497	猴子癜了吧，你带不动	0
127498	你不会早点吸？	0
127499	对面很强悍的二十杠九了还不投。	0
127500	对自己好一点，买个皮肤。	0
127501	你也死远点	0
127502	直接投，没有打的必要	0
127503	点伟你是人才呀	0
127504	团中路不团就投。	0
127505	我点错英雄了。。。	0
127506	辅助你快点出个魔女，要不然你给人家法师打	0
127507	吃点零食	0
127508	你一个射手追着我打干嘛，给点面子	0
127509	你们尽量的小心点。	0
127510	差一点就达到我了	0
127511	就是地上有点冷	0
127512	快点了吧，求求你了。	0
127513	都是道上的，给点面纸喽	0
127514	打的我一点节奏都没有了都不知道干嘛了	0
127515	射手多送点啊。	0
127516	我去打龙你看着点	0
127517	差点上当了，太阴了。	0
127518	这牛魔早点要死啊	0
127519	我打死也不会投降。	0
127520	关于你是不是有点病，我现在走了不行吗，你	0
127521	打野的有点不行啊	0
127522	干嘛晡投故而	0
127523	放大放的位置好一点。。	0
127524	刚才我大招你们不点过来。	0
127525	一点比用没有，这射手	0
127526	打不开就早点走	0
127527	我终于做了点贡献	0
127528	就你们这点小伎俩还想杀。	0
127529	让着点不会这英雄	0
127530	后面一点，司马两下一个。	0
127531	2-6一点B脸都不要了哈	0
127532	射手猥琐点，我前期跟打野。	0
127533	没b点伤害羗要	0
127534	这音乐有点不行摇不起来	0
127535	吕布出点肉么	0
127536	我点错了，求求你们饶过我。	0
127537	这个大有点东西啊	0
127538	果子点。	0
127539	点吧太难了	0
127540	小鲁班记得点塔。	0
127541	手感有点回来了。	0
127542	网络有点小堪忧	0
127543	你有点狂呀。	0
127544	快点来个嘤嘤瘿。	0
127545	孙尚蟓可能有点意识。	0
127546	投了就不bb了。	0
127547	没速度了，快点。	0
127548	晕，就是这点吃亏啊。	0
127549	还不投吗，打哥	0
127550	都是练英雄，干马要投	0
127551	后羿你注意走位点走位太烂。	0
127552	制裁梦魇之牙早壂出。	0
127553	希望他能早点回来。	0
127554	你位移的再快点儿。	0
127555	李白个代币补知道早点选	0
127556	俩个差点被我打死	0
127557	手有点儿生	0
127558	看到看着点塔都。	0
127559	你这露娜一点也不飘	0
127560	万一他们投降怎么办	0
127561	点搭我一个人照顾不了那么多	0
127562	射手秿会投胎	0
127563	你出这个装可以投降了，不用打了。	0
127564	等会直接投降谢谢	0
127565	谁光投降。	0
127566	安琪拉苗准一点	0
